X,Y,Z
0,02783203,-1,015656,-0,09375
0,02783203,-1,015656,-0,09375
0,02783203,-1,015656,-0,09375
0,02832031,-1,013458,-0,09887695
0,02832031,-1,013458,-0,09887695
0,02832031,-1,013458,-0,09887695
0,02832031,-1,013458,-0,09887695
0,0300293,-1,00882,-0,1313477
0,0300293,-1,00882,-0,1313477
0,0300293,-1,00882,-0,1313477
0,03320313,-1,015656,-0,1162109
0,03320313,-1,015656,-0,1162109
0,03320313,-1,015656,-0,1162109
0,03320313,-1,015656,-0,1162109
0,0144043,-1,014679,-0,08691406
0,0144043,-1,014679,-0,08691406
0,0144043,-1,014679,-0,08691406
0,0144043,-1,014679,-0,08691406
-0,0002441406,-1,009796,-0,08544922
-0,0002441406,-1,009796,-0,08544922
-0,0002441406,-1,009796,-0,08544922
-0,0002441406,-1,009796,-0,08544922
0,02124023,-1,011261,-0,09204102
0,02124023,-1,011261,-0,09204102
0,02124023,-1,011261,-0,09204102
0,01489258,-1,012238,-0,1152344
0,01489258,-1,012238,-0,1152344
0,01489258,-1,012238,-0,1152344
0,01489258,-1,012238,-0,1152344
0,01928711,-1,016876,-0,1794434
0,01928711,-1,01
