X,Y,Z
0,04199219,-1,015411,-0,1530762
0,04199219,-1,015411,-0,1530762
0,04199219,-1,015411,-0,1530762
0,02539063,-1,006866,-0,1652832
0,02539063,-1,006866,-0,1652832
0,02539063,-1,006866,-0,1652832
0,02539063,-1,006866,-0,1652832
-0,01513672,-1,015167,-0,1120605
-0,01513672,-1,015167,-0,1120605
-0,01513672,-1,015167,-0,1120605
-0,01513672,-1,015167,-0,1120605
-0,02856445,-0,9919738,-0,1362305
-0,02856445,-0,9919738,-0,1362305
-0,02856445,-0,9919738,-0,1362305
-0,0637207,-1,038605,-0,07836914
-0,0637207,-1,038605,-0,07836914
-0,0637207,-1,038605,-0,07836914
-0,0637207,-1,038605,-0,07836914
-0,1206055,-1,009064,-0,07299805
-0,1206055,-1,009064,-0,07299805
-0,1206055,-1,009064,-0,07299805
-0,1206055,-1,009064,-0,07299805
-0,04223633,-1,030304,-0,1481934
-0,04223633,-1,030304,-0,1481934
-0,04223633,-1,030304,-0,1481934
-0,04223633,-1,030304,-0,1481934
-0,01708984,-1,003693,-0,1577148
-0,01708984,-1,003693,-0,1577148
-0,01708984,-1,003693,-0,1577148
-0,05004883,-0,9936829,0,04418945
