X,Y,Z
0,02368164,-1,015656,-0,1005859
0,02368164,-1,015656,-0,1005859
0,02368164,-1,015656,-0,1005859
0,03198242,-1,014923,-0,01464844
0,03198242,-1,014923,-0,01464844
0,03198242,-1,014923,-0,01464844
0,03930664,-1,012482,0,006347656
0,03930664,-1,012482,0,006347656
0,03930664,-1,012482,0,006347656
0,03930664,-1,012482,0,006347656
0,02416992,-0,995636,-0,05712891
0,02416992,-0,995636,-0,05712891
0,02416992,-0,995636,-0,05712891
-0,002441406,-1,018585,-0,0715332
-0,002441406,-1,018585,-0,0715332
-0,002441406,-1,018585,-0,0715332
-0,002441406,-1,018585,-0,0715332
-0,004882813,-1,022736,0,002441406
-0,004882813,-1,022736,0,002441406
-0,004882813,-1,022736,0,002441406
-0,004882813,-1,022736,0,002441406
0,02490234,-1,0159,0,0246582
0,02490234,-1,0159,0,0246582
0,02490234,-1,0159,0,0246582
0,06347656,-1,020294,0,03149414
0,05078125,-1,018341,-0,02197266
0,05078125,-1,018341,-0,02197266
0,05078125,-1,018341,-0,02197266
0,04003906,-1,019562,-0,03051758
0,04003906,-1,019562,-0,03051758
0
