X,Y,Z
0,05395508,-1,017365,-0,1120605
0,05395508,-1,017365,-0,1120605
0,05395508,-1,017365,-0,1120605
0,05395508,-1,017365,-0,1120605
0,01171875,-1,015167,-0,08886719
0,01171875,-1,015167,-0,08886719
0,01171875,-1,015167,-0,08886719
0,01171875,-1,015167,-0,08886719
0,01171875,-1,015167,-0,08886719
0,01171875,-1,015167,-0,08886719
0,04785156,-1,017609,-0,128418
0,04785156,-1,017609,-0,128418
0,04785156,-1,017609,-0,128418
0,04785156,-1,017609,-0,128418
0,04785156,-1,017609,-0,128418
0,006103516,-1,0159,-0,06054688
0,006103516,-1,0159,-0,06054688
0,006103516,-1,0159,-0,06054688
0,006103516,-1,0159,-0,06054688
0,006103516,-1,0159,-0,06054688
0,006103516,-1,0159,-0,06054688
0,04321289,-1,015656,-0,1015625
0,05371094,-1,015411,-0,1433105
0,05371094,-1,015411,-0,1433105
0,05371094,-1,015411,-0,1433105
0,05371094,-1,015411,-0,1433105
0,05371094,-1,015411,-0,1433105
-0,0007324219,-1,016144,-0,09741211
-0,0007324219,-1,016144,-0,09741211
-0,0007324219,-1,016144,-0,09741211
-0,0007324219,
